,SEM-I,SEM-II,SEM-III,SEM-IV,SEM-V,SEM-VI,SEM-VII,SEM-VIII
1479,6.83,7.65,9.35,9.63,9.57,7.91,8.77,8.71
1480,6.81,7.45,9.09,9.29,9.52,6.96,7.36,7.76
1481,7.08,9.20,9.78,9.54,9.87,8.35,8.64,8.52
1482,7.19,7.35,9.43,9.25,9.43,7.35,7.68,9.43
1483,6.89,8.45,7.26,7.92,8.00,6.52,6.64,7.43
1486,7.61,8.85,8.00,8.50,8.39,7.00,6.73,7.9
1487,6.06,8.48,9.09,9.29,9.26,6.96,6.41,7.81
1489,7.39,8.13,8.74,8.75,9.26,6.96,7.27,8.38
1490,7.53,9.33,9.91,9.67,9.96,8.57,8.82,9.43
1491,7.42,7.53,9.39,9.04,9.13,6.70,7.32,7.95
1493,6.75,7.20,7.52,7.42,8.96,6.00,6.95,8.57
1494,7.83,9.70,8.87,9.21,9.57,8.52,8.41,8.43
1495,7.44,7.63,9.04,8.88,8.17,6.70,7.64,8.38
1496,8.08,9.60,9.17,9.08,9.74,7.83,7.41,9.24
1497,8.00,7.20,9.26,9.21,9.57,7.17,7.59,8.71
1498,7.22,8.20,9.13,9.17,9.22,7.09,6.77,8.57
1499,7.22,8.98,8.61,7.29,8.48,6.22,6.82,8.05
1500,7.28,7.88,9.35,9.29,6.26,7.61,7.00,8.14
1501,5.47,6.63,8.04,8.38,6.13,6.87,6.41,7.76
1502,8.06,8.80,9.43,9.54,9.83,8.87,8.59,9.43
1503,7.33,8.90,9.35,8.00,8.04,6.96,7.00,8.0
1504,6.28,6.85,9.39,9.38,10.00,7.91,7.95,8.1
1505,5.72,7.23,7.96,8.04,8.13,6.48,6.05,8.0
1506,6.19,7.65,9.39,9.42,9.78,8.00,7.95,9.14
1507,9.28,9.80,8.70,8.00,9.87,9.22,9.45,9.57
1508,7.89,8.95,8.35,7.83,8.22,8.70,8.36,8.57
1509,6.81,6.85,8.13,7.71,8.26,6.30,6.27,6.9
1510,7.58,8.40,9.30,9.50,9.48,6.91,6.18,7.71
1511,9.00,9.80,9.48,9.96,10.00,8.87,8.36,9.62
1512,8.36,7.85,9.52,8.67,9.00,7.30,7.09,8.05
1514,9.28,9.90,10.00,10.00,9.96,8.26,8.91,9.57
1515,6.33,8.20,9.87,9.88,9.70,8.83,7.55,8.71
1518,6.64,7.65,9.83,9.71,9.70,7.57,7.00,8.43
1519,7.50,9.15,8.78,8.96,9.96,8.91,8.45,8.95
1520,9.00,8.70,9.70,9.88,10.00,7.30,6.73,7.38
1521,7.50,8.50,9.96,9.96,9.87,9.36,7.77,9.14
1522,7.28,8.18,9.57,9.21,8.96,7.39,6.27,7.33
1523,7.11,7.95,9.83,9.75,9.65,8.43,7.82,9.0
1524,7.50,7.45,9.78,9.79,9.83,8.17,7.73,8.0
1525,6.44,8.13,10.00,9.92,10.00,8.74,8.55,9.0
1526,6.72,7.50,9.00,8.46,9.04,7.26,7.14,7.1
1527,7.06,8.30,9.87,9.04,9.52,7.52,7.00,7.9
1528,5.97,7.90,10.00,10.00,10.00,8.83,8.09,9.14
1529,7.19,7.35,9.70,9.50,9.35,7.17,7.55,8.57
1530,8.00,7.43,8.91,8.46,8.78,7.14,6.86,8.0
1531,5.33,5.91,8.15,7.44,9.74,7.83,8.45,8.86
1532,7.19,8.35,8.91,9.29,9.17,7.83,7.09,7.9
1533,6.72,8.10,9.87,9.38,9.22,7.67,7.55,8.29
1534,9.00,9.95,9.74,9.83,9.91,8.83,8.18,9.29
1535,5.47,6.78,9.26,9.13,8.91,6.71,6.18,7.1
1536,6.50,8.60,10.00,9.88,9.83,7.88,7.32,8.71
1537,8.56,9.50,9.87,9.75,10.00,9.78,9.73,9.43
1538,6.44,8.70,9.91,9.50,9.96,6.91,7.32,7.76
1539,6.28,8.65,9.74,9.88,9.83,7.78,7.36,7.71
1540,6.78,7.95,9.87,9.67,9.57,7.91,7.18,7.67
1541,6.75,8.35,10.00,9.67,9.87,6.91,6.77,7.52
1542,6.85,6.26,9.22,9.21,9.22,6.52,6.91,8.14
1543,8.11,9.75,10.00,10.00,9.87,9.06,8.32,9.14
1544,7.83,8.20,9.13,8.88,9.13,8.13,7.95,8.43
1545,8.94,9.95,9.87,9.92,9.74,10.00,8.68,0.0
1546,6.53,8.40,9.83,9.83,10.00,8.22,7.50,8.43
1547,7.11,7.20,9.43,9.13,8.87,6.43,7.14,7.38
1548,7.31,8.55,9.74,9.92,10.00,8.22,8.41,0.0
1551,8.06,8.05,9.48,10.00,9.96,8.19,7.68,8.0
1552,5.92,7.28,9.52,9.21,9.52,6.78,6.64,7.24
1553,7.06,7.50,8.91,9.38,9.26,6.83,6.91,8.0
1554,6.96,6.17,8.57,8.79,8.87,5.74,6.68,7.1
1555,7.61,8.60,9.65,9.58,9.30,8.57,8.77,8.57
1556,7.44,8.08,9.78,9.79,9.83,7.04,7.00,7.76
1557,7.50,6.56,9.61,9.08,9.30,6.78,7.77,8.1
1558,6.81,8.10,9.43,9.33,9.43,7.09,7.45,8.38
1559,7.33,7.90,9.65,9.75,9.91,7.80,8.23,9.29
1560,6.52,6.50,8.09,8.29,8.52,6.74,7.41,8.1
1561,9.39,9.75,9.52,9.92,10.00,8.52,7.91,9.14
1562,6.50,8.25,9.30,8.67,9.17,5.91,6.05,6.57
1563,6.00,7.25,9.96,9.63,9.26,6.93,6.27,6.95
1564,7.75,8.55,9.65,9.21,9.48,7.57,7.23,8.29
1565,7.14,7.95,9.43,9.42,9.26,7.43,7.50,8.38
1566,6.39,8.15,9.09,8.33,8.91,7.52,6.59,8.38
1567,9.28,8.90,9.74,10.00,9.61,9.09,8.50,9.1
1568,8.17,8.95,10.00,10.00,9.61,9.22,8.36,9.1
1569,5.94,5.83,9.09,9.42,9.35,7.30,7.32,8.29
1570,5.06,6.98,9.57,8.67,9.43,7.87,7.64,8.9
1571,6.97,8.13,9.17,9.13,9.48,7.35,7.14,7.71
1572,7.39,7.60,9.22,9.46,9.57,7.91,7.18,8.71
1573,6.92,7.93,10.00,10.00,9.74,8.13,7.64,9.0
1574,8.61,9.80,9.87,10.00,9.96,8.96,8.18,8.38
1575,9.06,10.00,9.87,10.00,9.74,9.22,8.91,9.71
1576,8.64,9.40,10.00,9.92,9.78,9.52,8.77,9.67
1577,8.50,9.40,10.00,10.00,9.87,8.43,8.23,9.1
1578,5.17,6.83,9.74,9.75,9.52,8.13,8.41,9.43
1579,6.08,7.03,9.57,9.71,9.26,7.78,7.82,8.67
1580,8.47,9.25,9.22,9.75,9.87,9.48,8.32,9.29
1581,7.11,7.90,10.00,9.88,9.57,8.83,8.23,9.43
1582,9.03,9.30,9.48,10.00,9.48,8.04,6.86,7.71
1583,6.19,7.35,8.39,8.46,8.70,7.65,7.18,7.71
1584,9.56,10.00,10.00,10.00,9.13,9.87,9.05,9.71
1585,8.72,9.00,8.91,8.58,8.00,7.26,7.77,8.19
1586,8.03,9.08,10.00,9.75,9.61,8.61,7.68,8.43
1587,8.19,9.70,9.87,9.75,9.83,7.83,6.86,8.86
1588,7.75,8.35,10.00,10.00,9.74,9.48,8.68,9.43
1589,9.17,9.63,9.87,10.00,9.87,10.00,9.45,9.86
1590,8.89,9.00,10.00,9.75,9.48,8.30,7.55,9.14
1591,9.94,9.50,10.00,10.00,9.83,10.00,9.32,9.71
1592,7.50,8.90,10.00,9.71,9.87,8.52,8.82,8.95
1593,7.33,8.23,9.61,10.00,9.74,8.70,8.91,8.29
1594,8.22,9.55,9.74,9.75,9.48,9.09,9.05,8.86
1595,8.00,8.95,10.00,10.00,9.83,9.09,7.86,8.1
1596,7.50,7.35,9.74,9.88,9.61,8.43,8.00,9.05
1597,5.86,7.38,9.61,9.58,9.61,8.57,7.45,8.52
1598,9.83,10.00,10.00,10.00,9.87,10.00,8.91,9.57
1599,6.58,7.93,9.74,9.08,9.43,7.91,7.77,8.29
1600,8.64,8.65,8.52,9.50,9.70,8.61,7.18,8.57
1601,6.11,5.80,9.61,9.58,9.30,7.52,7.05,9.29
1602,9.03,9.80,10.00,10.00,9.52,9.74,9.45,9.29
1603,8.36,8.25,8.22,8.42,8.96,8.22,7.95,8.43
1604,7.44,7.93,8.48,9.00,8.57,8.26,7.36,8.81
1605,7.31,8.83,9.61,9.83,9.61,9.22,8.32,9.71
1606,9.78,9.80,10.00,10.00,9.70,9.48,8.23,9.86
1607,9.28,9.73,9.61,9.88,9.30,9.30,9.05,9.52
1608,8.14,9.20,9.57,10.00,9.65,8.83,7.86,8.62
1609,8.28,9.60,9.74,10.00,9.61,9.35,7.82,8.29
1610,6.81,6.45,9.43,9.75,9.39,8.13,7.50,8.33
1611,8.22,8.15,9.70,9.88,9.74,8.43,7.64,8.62
1612,9.67,10.00,10.00,10.00,9.74,9.74,9.18,8.86
1613,9.50,10.00,10.00,10.00,9.87,9.87,9.73,9.29
1614,10.00,10.00,10.00,10.00,9.87,10.00,9.59,9.86
1616,9.11,9.90,10.00,9.88,9.87,9.48,8.82,9.43
1617,10.00,10.00,10.00,10.00,9.87,10.00,9.00,9.52
1618,8.36,9.15,9.87,9.88,9.78,9.74,9.09,9.67
1619,9.11,10.00,9.74,9.71,9.57,9.61,9.18,9.43
1620,6.47,7.60,9.39,9.75,8.74,8.22,7.73,7.81
1621,9.00,9.80,10.00,10.00,9.61,9.48,8.77,8.71
1622,9.14,9.50,9.87,9.92,9.74,8.17,7.59,8.29
1623,7.64,9.23,9.61,10.00,9.48,8.61,8.09,8.43
1624,7.94,9.05,8.61,9.50,8.39,8.83,7.68,9.0
1625,8.31,8.88,9.83,9.92,9.30,9.00,8.14,8.52
1626,7.64,8.73,8.74,9.25,8.61,7.52,7.59,8.05
1627,9.03,10.00,10.00,10.00,9.61,9.70,9.32,9.71
1628,6.69,7.90,9.09,9.67,9.04,7.57,7.55,9.0
1629,6.72,7.83,9.61,10.00,9.74,7.96,7.27,8.14
1630,7.00,8.53,9.70,9.75,9.52,8.83,8.64,8.95
1631,9.78,9.60,10.00,10.00,9.70,10.00,8.77,9.57
1632,9.92,10.00,10.00,10.00,9.61,9.61,9.05,9.86
1633,8.61,9.20,9.87,9.75,9.52,8.96,8.36,8.86
1634,7.72,10.00,9.87,9.75,10.00,10.00,9.45,9.71
1635,8.83,9.55,10.00,9.88,10.00,9.35,9.18,9.14
1636,6.83,7.80,9.74,9.83,9.30,8.17,8.09,8.71
1637,9.11,10.00,9.35,9.88,9.65,9.22,8.50,9.14
1638,8.19,6.75,9.39,7.88,9.43,7.65,7.23,8.19
1639,7.39,8.65,9.87,9.83,9.35,8.43,8.36,8.43
1640,6.22,6.90,9.26,8.58,8.87,7.74,8.09,8.86
1641,7.00,8.05,9.65,9.67,9.52,8.57,8.09,8.43
1642,7.52,7.02,9.22,8.75,9.04,6.91,6.59,8.29
1643,6.83,7.15,9.26,9.21,9.09,7.39,7.64,8.14
1644,8.22,8.10,9.48,8.54,8.61,8.61,7.77,8.38
1645,7.06,9.80,9.87,9.79,9.87,8.96,8.36,9.43
1646,8.50,9.90,9.87,10.00,10.00,8.96,7.68,9.14
1647,7.50,8.50,9.48,9.88,9.35,8.04,8.36,9.0
1648,7.72,9.15,9.48,9.88,9.35,8.43,7.55,8.14
1649,7.50,8.40,9.74,9.42,9.43,8.39,8.64,9.43
1650,8.00,7.55,9.48,9.75,9.52,7.78,7.55,8.29
1651,7.22,7.28,9.83,8.79,8.83,7.09,6.86,7.57
1652,7.56,9.70,9.87,9.88,9.87,8.57,8.91,9.43
1653,8.06,9.65,9.61,9.46,9.22,9.09,7.82,8.0
1654,7.11,8.85,9.39,9.58,9.39,8.04,7.82,8.57
1655,6.94,8.75,9.09,8.58,9.04,7.78,7.55,9.29
1656,7.22,7.70,9.96,9.54,9.17,7.61,7.95,8.0
1657,6.76,6.39,8.43,8.63,8.61,6.87,6.68,7.43
1658,6.61,8.50,9.74,9.88,9.74,8.17,8.91,9.71
1659,6.94,7.75,9.61,9.25,9.30,7.74,8.73,7.67
1660,7.39,7.75,9.61,9.88,9.57,9.71,8.77,9.29
1661,7.78,9.35,9.87,9.46,9.43,8.70,8.36,8.86
1662,9.89,9.90,9.48,9.54,9.48,9.48,8.50,8.71
1663,5.28,7.05,9.09,8.75,9.13,8.57,8.77,9.29
1664,8.11,9.30,9.87,9.88,9.48,8.04,8.23,8.29
1665,6.50,7.75,9.74,9.67,9.43,8.17,8.36,7.71
1666,6.50,8.80,9.74,9.17,8.91,8.83,7.82,8.71
1667,8.56,7.95,9.78,9.29,9.35,8.30,7.55,8.29
1668,9.33,9.70,9.74,9.88,9.65,9.87,8.77,9.14
1669,9.33,10.00,10.00,10.00,9.70,10.00,9.18,0.0
1670,8.11,8.95,8.83,9.54,9.74,8.70,7.41,7.67
1671,8.11,8.15,9.48,9.63,9.17,7.39,7.91,8.57
1672,7.67,9.30,9.43,9.00,9.61,7.52,7.27,7.24
1673,7.67,8.50,9.74,9.75,9.61,8.57,7.68,9.29
1674,7.06,7.75,9.74,9.88,9.61,9.09,8.77,9.57
1675,8.78,9.60,9.09,9.75,9.57,8.04,8.50,9.0
1676,7.67,8.65,8.30,7.58,8.04,7.75,7.95,8.33
1677,7.94,8.15,9.09,9.46,9.09,7.78,7.27,8.57
1678,7.06,9.05,9.61,9.88,9.61,8.04,8.09,8.14
1679,6.89,9.45,9.87,10.00,9.48,9.35,9.05,9.0
1680,8.89,9.90,9.61,9.88,9.61,9.61,8.36,9.29
1681,7.00,7.95,9.35,9.33,9.00,8.70,7.95,9.0
1682,7.11,9.20,10.00,10.00,9.87,8.80,7.68,8.86
1683,8.28,7.60,9.09,9.25,8.91,7.65,8.09,9.0
1684,9.83,10.00,9.61,9.50,8.83,8.30,7.55,8.0
1685,7.78,8.70,9.74,10.00,9.74,9.74,9.18,9.57
1686,8.33,8.65,9.39,8.42,8.57,7.48,8.50,9.67
1687,8.78,10.00,10.00,10.00,9.91,9.87,9.05,9.71
1688,7.11,9.55,9.35,8.88,8.74,8.70,8.23,8.43
1689,8.78,7.90,9.22,9.08,8.35,6.70,7.00,7.24
1690,7.11,8.45,9.74,9.75,9.48,8.70,8.09,8.57
1691,9.00,10.00,9.87,10.00,9.26,9.32,8.09,9.0
1692,7.17,7.30,9.48,8.58,8.87,6.91,7.55,8.29
1693,6.83,7.45,9.39,8.83,9.35,8.17,7.68,7.86
1694,7.00,7.25,8.65,8.33,8.52,7.57,8.00,9.1
1695,7.72,9.45,8.30,9.63,8.96,9.48,7.95,8.86
1696,6.94,8.65,9.35,9.38,9.39,8.57,8.36,8.86
1697,7.11,8.00,9.96,9.63,9.39,8.87,8.68,9.57
1699,7.44,8.85,9.48,9.75,9.65,8.17,8.09,8.57
1700,7.44,8.40,9.87,9.88,9.70,8.83,9.18,9.14
1701,8.11,9.60,10.00,9.71,9.52,9.61,8.77,9.14
1702,6.94,7.90,9.48,9.38,9.17,8.57,8.23,8.48
1703,6.56,8.30,8.04,8.88,9.48,9.61,8.91,9.43
1704,8.67,9.65,10.00,9.88,9.57,9.09,9.05,9.43
1705,7.08,9.45,9.48,10.00,9.61,9.74,8.91,9.29
1706,7.56,7.85,9.74,9.54,9.26,8.65,8.09,8.29
1707,8.28,7.90,9.57,9.13,9.26,8.17,8.09,9.0
1708,6.33,7.30,9.57,9.33,9.00,8.40,8.09,9.29
1709,6.06,6.75,9.65,9.04,8.96,8.70,9.18,9.57
1710,7.17,9.35,9.61,9.67,9.43,9.48,8.68,9.14
1711,7.67,9.00,9.74,9.88,9.74,9.48,9.32,9.86
1712,7.50,9.20,9.61,9.88,9.87,8.83,8.50,9.43
1713,8.22,9.70,10.00,9.83,9.74,9.35,8.64,9.14
1714,6.39,8.25,9.61,9.88,9.83,8.43,8.64,8.57
1715,8.83,9.80,10.00,9.88,9.39,8.43,8.77,8.95
1716,8.44,9.00,9.61,9.75,9.26,8.04,9.18,9.86
1717,6.22,7.85,9.87,9.67,8.87,8.57,8.77,8.71
1718,9.83,10.00,9.22,10.00,9.87,9.61,9.18,9.71
1719,7.72,7.98,9.87,9.67,9.17,8.57,8.27,9.29
1720,8.50,9.25,9.61,9.88,9.74,9.61,8.91,9.71
1721,6.39,7.20,9.35,9.42,9.43,8.80,8.64,9.14
1722,8.44,9.80,9.87,10.00,9.48,9.35,8.77,8.57
1723,8.11,9.90,9.87,9.88,9.61,9.35,9.73,9.57
1724,9.56,10.00,10.00,9.88,9.61,9.61,8.95,9.57
1725,6.67,7.55,9.87,10.00,9.74,7.26,7.27,8.86
1726,7.33,8.45,9.87,9.93,9.26,9.06,8.23,9.0
1727,8.06,9.40,9.74,9.88,9.48,9.74,9.59,9.29
1728,6.11,8.65,9.13,9.04,8.83,7.17,7.00,7.33
1729,7.56,9.00,9.61,9.88,9.48,9.09,8.91,9.0
1730,8.28,9.90,9.35,9.88,9.43,8.83,8.09,9.43
1731,8.61,9.60,9.74,9.42,8.96,8.17,8.50,7.95
1732,6.61,7.75,9.70,9.79,9.09,8.57,8.91,9.14
1733,6.67,6.63,8.65,8.67,8.78,7.52,7.36,7.71
1734,6.25,6.50,9.48,8.75,8.61,7.65,7.32,7.48
1735,7.22,7.48,9.48,9.29,9.39,8.83,8.09,8.81
1736,7.61,9.40,9.87,9.88,9.65,8.30,8.91,8.81
1737,7.56,9.40,9.74,9.79,9.35,8.93,8.36,9.14
1738,7.19,6.80,8.83,9.33,9.17,7.52,7.41,8.1
1739,7.89,8.80,9.35,9.38,9.22,8.96,8.64,8.71
1740,7.78,7.60,8.91,8.96,8.61,7.65,7.41,8.19
1741,7.39,9.10,9.48,9.75,9.35,8.17,8.64,9.14
1742,6.33,7.80,9.70,9.71,9.35,7.91,8.36,9.14
1743,7.61,9.25,8.83,9.88,9.30,9.22,9.18,9.86
1744,7.89,9.35,9.87,9.75,9.30,8.30,7.95,9.0
1745,7.61,9.75,9.74,9.67,9.43,8.70,8.64,9.43
1746,6.89,8.70,8.83,8.50,9.00,7.52,8.09,8.43
1748,6.42,8.05,9.57,9.29,9.48,8.83,9.00,9.86
1749,5.94,7.43,8.13,8.42,8.43,7.13,7.00,8.0
1750,9.83,9.95,9.35,10.00,9.78,9.45,9.45,9.86
1751,6.94,7.60,8.35,9.31,9.48,8.01,7.82,8.86
1752,7.11,7.90,9.48,9.67,9.35,7.78,8.36,9.0
1753,6.97,7.33,8.09,8.96,8.70,7.39,7.00,9.0
1754,5.89,8.00,9.35,9.68,9.61,8.53,8.50,9.57
1756,7.06,8.70,9.09,9.04,9.65,8.17,8.50,9.86
1758,7.00,8.08,8.57,9.14,9.35,7.49,7.82,9.43
1759,7.42,7.38,8.78,9.29,9.04,7.52,7.55,9.0
1760,6.94,8.50,9.43,9.68,9.35,8.14,8.09,9.0
1761,8.00,7.40,8.87,8.96,9.13,7.75,8.09,8.86
1762,6.61,8.30,9.39,9.46,8.83,8.26,7.95,8.95
1765,7.17,8.30,8.17,8.67,9.39,8.70,8.77,9.0
1766,6.11,7.78,6.43,6.83,8.22,6.61,7.09,8.14
1767,8.11,9.70,9.61,9.98,9.48,8.67,8.50,9.57
1769,6.78,8.00,8.65,8.96,9.48,7.13,6.86,8.0
1772,7.13,5.39,8.96,9.04,9.26,7.09,6.86,8.0
1774,6.67,7.70,9.22,9.48,9.22,7.52,7.00,7.86
1776,7.03,8.05,9.26,9.13,9.61,9.09,9.32,0.0
1781,6.83,8.60,8.96,9.42,9.61,8.30,8.09,8.71
1782,6.28,7.90,9.48,9.81,9.87,9.06,9.73,9.86
1783,6.14,7.55,9.30,9.13,9.22,7.78,7.77,8.43
1784,8.72,9.85,9.61,9.79,9.48,9.22,9.59,0.0
1786,7.72,9.45,9.61,9.67,9.48,8.17,8.91,9.29
1788,6.36,7.65,8.96,9.38,9.35,7.39,7.68,8.57
1789,8.61,9.70,9.74,9.92,9.74,8.96,8.50,9.86
1792,6.67,8.35,7.87,8.58,8.57,7.65,7.82,8.71
1793,7.17,9.13,9.35,9.64,9.35,8.27,8.64,9.71
1795,7.17,8.90,8.91,9.54,9.09,8.43,8.50,9.29
1796,6.67,8.38,8.96,9.56,9.74,9.06,9.45,0.0
1798,8.61,9.40,9.61,9.58,9.09,8.43,8.09,8.71
1799,8.83,9.80,9.35,9.64,9.61,8.67,9.45,9.86
1800,6.50,8.75,9.22,9.85,9.09,8.14,8.50,9.0
1801,6.06,8.05,8.87,8.83,9.22,8.43,7.95,9.29
1804,6.47,7.65,8.87,8.88,9.26,7.39,8.09,8.86
1806,7.72,9.70,8.43,8.63,8.96,8.30,8.50,9.29
1807,6.58,8.68,9.22,9.81,9.48,8.14,9.18,9.29
1808,6.39,7.70,8.74,8.83,9.39,8.30,9.32,9.29
1810,7.17,7.63,8.91,8.50,8.48,7.48,7.23,8.43
1812,8.22,8.90,9.09,9.35,9.61,7.62,7.82,8.14
1815,6.94,8.05,7.39,8.33,8.91,7.88,7.45,8.86
1816,6.89,8.05,9.74,10.00,9.48,7.22,7.23,8.14
1817,6.89,7.25,9.74,9.58,9.26,7.52,7.41,8.43
1819,7.92,8.90,9.74,9.88,9.22,7.87,7.59,8.1
1820,7.64,8.35,10.00,10.00,9.35,8.70,8.09,8.71
1821,7.83,8.65,10.00,10.00,9.52,7.78,7.95,9.1
1822,6.24,6.17,9.83,9.89,9.57,7.48,7.82,8.52
1823,6.75,6.43,9.52,9.25,8.96,7.00,6.77,7.05
1824,8.28,8.10,9.87,9.88,9.52,8.70,7.64,8.29
1825,8.25,9.08,9.65,9.38,8.87,8.83,8.77,9.62
1826,6.08,7.00,9.83,9.79,9.61,7.74,7.64,8.29
1827,5.09,6.56,8.43,9.62,9.43,6.61,6.82,8.71
1828,6.31,7.13,9.43,9.67,8.65,7.30,7.32,8.29
1829,9.44,9.55,9.48,9.62,9.87,8.57,7.82,8.71
1830,7.50,6.93,9.26,9.21,8.78,6.00,6.64,7.29
1831,7.94,7.83,9.87,9.29,9.65,6.96,6.86,8.86
1832,7.08,8.73,9.91,9.79,9.87,9.22,8.23,8.81
1833,5.36,7.48,9.35,9.79,9.39,6.87,7.00,8.14
1834,6.89,6.45,9.35,8.62,7.96,6.43,6.32,8.57
1835,7.83,9.40,9.43,9.88,9.65,8.43,7.91,9.1
1838,6.81,7.38,10.00,9.83,9.78,7.57,7.09,8.62
1839,7.06,7.90,9.74,10.00,9.52,6.96,7.82,8.29
1840,8.81,7.03,9.70,9.88,9.57,7.57,7.95,9.0
1841,7.72,8.08,9.52,9.92,9.30,7.52,7.64,9.14
1842,7.08,7.60,9.70,10.00,9.78,8.26,7.55,8.57
1843,7.97,7.93,9.48,9.88,9.65,7.78,7.27,8.52
1844,7.08,8.25,9.83,10.00,9.43,7.61,7.55,8.86
1845,8.28,9.38,9.87,9.96,9.52,7.91,8.23,9.14
1846,7.67,8.35,9.87,9.83,9.74,8.26,7.91,9.43
1847,7.58,7.63,9.65,9.67,9.35,7.65,7.27,8.86
1848,8.31,8.63,9.83,9.75,9.52,9.04,8.77,9.86
1849,4.74,5.70,9.74,9.75,9.48,8.22,7.64,8.48
1850,6.28,7.83,9.78,9.75,9.43,8.17,7.68,8.43
1851,7.25,8.65,10.00,9.71,9.87,8.09,7.55,9.0
1852,8.06,9.60,10.00,9.92,10.00,9.87,8.50,0.0
1853,8.50,9.60,9.65,9.75,10.00,8.70,8.09,9.43
1854,8.06,9.08,8.96,9.75,9.43,9.30,8.50,9.14
1855,7.61,6.68,9.91,10.00,9.48,8.09,7.95,8.19
1856,9.11,9.55,9.70,9.75,9.74,8.09,7.77,9.29
1857,7.33,8.70,10.00,9.92,9.65,8.48,7.95,8.57
1858,7.06,7.13,9.52,9.79,9.57,8.65,8.09,9.05
1859,7.58,9.05,8.91,9.29,9.74,8.43,8.36,9.43
1860,9.33,7.60,9.57,9.75,9.61,7.96,7.41,8.57
1861,6.75,6.98,9.87,9.88,9.78,8.35,8.64,9.43
1862,6.61,7.44,9.17,9.79,10.00,7.22,7.00,8.67
1863,6.56,7.80,9.87,9.83,9.61,8.91,8.50,8.86
1864,8.11,8.60,9.74,9.75,9.35,8.43,8.73,9.14
1865,7.00,8.10,9.22,9.58,9.57,9.22,8.50,9.43
1867,7.69,8.53,9.39,9.88,9.83,9.13,8.36,9.29
1868,7.47,8.48,9.30,9.12,8.74,7.74,7.00,7.86
1869,8.06,9.35,9.35,10.00,10.00,9.48,8.64,9.14
1871,8.00,9.20,9.87,10.00,9.87,9.09,7.82,8.57
1872,6.36,6.15,8.74,9.08,7.83,6.65,6.05,6.62
1873,6.61,8.37,9.48,10.00,9.65,7.43,6.73,8.1
1874,8.08,8.48,8.61,9.21,8.78,8.09,7.41,8.48
1875,6.33,7.23,9.17,9.21,8.65,7.83,7.36,8.57
1876,8.92,7.33,9.39,10.00,9.83,7.26,7.05,8.95
1877,7.83,8.35,9.87,10.00,10.00,8.57,8.73,9.29
1878,7.81,8.78,9.48,10.00,9.78,9.22,8.36,9.14
1880,7.89,8.90,10.00,10.00,10.00,8.78,8.91,8.43
1881,7.75,8.35,10.00,10.00,10.00,8.22,8.18,8.86
1882,7.03,8.05,9.61,9.75,9.78,7.48,7.68,8.38
1883,7.39,7.58,9.74,9.88,9.65,8.04,8.00,8.14
1884,6.56,7.83,9.78,10.00,9.78,8.96,9.45,9.57
1885,7.94,8.65,9.91,9.21,9.70,7.74,7.05,8.81
1886,6.44,7.85,9.17,9.83,9.87,7.74,7.00,8.1
1887,6.28,7.60,9.70,9.88,10.00,8.83,8.09,9.38
1888,8.78,9.10,10.00,9.88,9.96,7.83,7.59,8.57
1889,7.86,8.30,9.65,10.00,9.83,7.57,7.82,9.14
1890,8.22,9.30,10.00,9.83,9.74,8.43,7.73,8.86
1891,7.67,8.35,9.65,10.00,9.87,9.22,9.05,9.71
1892,8.22,8.58,9.57,9.54,9.52,7.00,7.68,8.38
1893,7.17,7.40,8.57,10.00,9.87,8.26,8.36,8.57
1894,7.89,6.85,8.74,9.46,9.52,7.30,6.59,7.14
1896,8.11,8.90,10.00,9.92,9.87,8.00,7.27,8.57
1897,6.00,6.85,9.43,9.62,9.70,7.78,7.41,8.24
1898,8.22,9.60,9.48,9.83,9.83,9.04,8.23,9.0
1899,7.97,7.53,9.87,9.88,9.65,7.87,7.91,9.43
1900,7.14,7.53,8.96,9.75,8.87,7.57,8.05,8.57
1901,7.19,7.23,9.61,10.00,10.00,7.22,7.91,9.0
1902,8.50,9.50,9.87,10.00,10.00,9.48,8.50,9.43
1903,7.31,8.15,9.52,10.00,9.78,8.78,7.50,8.67
1904,7.89,7.63,10.00,9.83,9.74,7.74,7.91,9.0
1905,9.03,9.70,9.35,9.92,8.48,8.65,8.77,9.29
1906,6.92,8.18,9.48,9.50,9.74,7.04,6.64,8.1
1907,6.72,7.18,8.39,9.25,9.09,7.87,7.45,7.62
1908,8.28,9.28,9.52,9.96,9.78,8.65,8.64,9.29
1910,6.69,7.68,9.65,9.33,9.22,8.00,6.82,7.24
1911,7.06,7.38,9.78,9.67,9.52,7.17,7.27,7.81
1913,7.41,6.59,8.76,8.25,8.65,6.43,7.27,7.86
1915,7.89,7.65,9.65,9.62,9.87,8.83,8.32,9.24
1916,9.61,9.65,9.87,10.00,10.00,9.61,9.45,9.57
1917,8.17,9.20,9.65,9.75,9.61,8.57,8.09,8.29
1918,9.83,10.00,10.00,9.88,9.87,9.87,9.73,0.0
1919,8.89,10.00,9.61,9.58,9.26,9.09,7.27,8.0
1920,7.72,8.13,9.87,9.88,9.70,8.30,7.64,8.1
1921,7.11,7.55,9.35,9.38,9.48,6.87,6.64,8.33
1922,8.06,9.20,8.52,8.50,7.26,7.48,7.68,8.43
1923,9.22,9.70,8.74,9.54,8.70,8.83,7.55,8.43
1924,6.33,7.08,9.78,9.79,9.61,7.52,7.68,8.43
